"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0048514","GO:0048514","blood vessel morphogenesis",449,0.374800189455944,1.52750925366717,4.59031858672373e-05,0.00533941951353588,0.00458209405174192,2223,"tags=32%, list=17%, signal=27%","ENSG00000173482/ENSG00000179776/ENSG00000138061/ENSG00000087245/ENSG00000169946/ENSG00000121807/ENSG00000076706/ENSG00000169245/ENSG00000113140/ENSG00000113389/ENSG00000154734/ENSG00000184113/ENSG00000011465/ENSG00000138798/ENSG00000248329/ENSG00000198719/ENSG00000139567/ENSG00000106366/ENSG00000134853/ENSG00000164283/ENSG00000112562/ENSG00000189058/ENSG00000125968/ENSG00000130203/ENSG00000136634/ENSG00000163737/ENSG00000152270/ENSG00000091879/ENSG00000154096/ENSG00000132170/ENSG00000128052/ENSG00000069122/ENSG00000132329/ENSG00000154133/ENSG00000179348/ENSG00000115414/ENSG00000143494/ENSG00000116678/ENSG00000102755/ENSG00000179388/ENSG00000057657/ENSG00000135046/ENSG00000107338/ENSG00000108691/ENSG00000174059/ENSG00000136244/ENSG00000140945/ENSG00000121068/ENSG00000124882/ENSG00000123358/ENSG00000136826/ENSG00000156234/ENSG00000164867/ENSG00000173198/ENSG00000037280/ENSG00000173269/ENSG00000123342/ENSG00000125730/ENSG00000249751/ENSG00000054598/ENSG00000105974/ENSG00000170961/ENSG00000204291/ENSG00000134817/ENSG00000164442/ENSG00000130066/ENSG00000074219/ENSG00000020181/ENSG00000106511/ENSG00000128165/ENSG00000109670/ENSG00000165168/ENSG00000066056/ENSG00000115415/ENSG00000114315/ENSG00000101445/ENSG00000163659/ENSG00000025708/ENSG00000163638/ENSG00000168542/ENSG00000012779/ENSG00000177283/ENSG00000126458/ENSG00000136848/ENSG00000101017/ENSG00000259207/ENSG00000120708/ENSG00000142798/ENSG00000079337/ENSG00000133121/ENSG00000127528/ENSG00000132205/ENSG00000118503/ENSG00000005961/ENSG00000239697/ENSG00000132386/ENSG00000135048/ENSG00000140464/ENSG00000166501/ENSG00000233276/ENSG00000159899/ENSG00000168811/ENSG00000164619/ENSG00000148053/ENSG00000111961/ENSG00000171223/ENSG00000157227/ENSG00000132669/ENSG00000101109/ENSG00000166484/ENSG00000110492/ENSG00000173821/ENSG00000148400/ENSG00000067066/ENSG00000122707/ENSG00000099250/ENSG00000143590/ENSG00000079385/ENSG00000121966/ENSG00000112062/ENSG00000130508/ENSG00000102760/ENSG00000101665/ENSG00000161381/ENSG00000156427/ENSG00000152804/ENSG00000169398/ENSG00000148926/ENSG00000167772/ENSG00000151651/ENSG00000100219/ENSG00000163874/ENSG00000119630/ENSG00000172889/ENSG00000213463/ENSG00000160293/ENSG00000105329/ENSG00000070495/ENSG00000240583/ENSG00000100345/ENSG00000058668/ENSG00000108840"
"GO:0006956","GO:0006956","complement activation",34,0.722104636209257,2.08493464143238,4.79712990948269e-05,0.00546373108648788,0.00468877368565007,1430,"tags=50%, list=11%, signal=45%","ENSG00000175899/ENSG00000173369/ENSG00000159189/ENSG00000173372/ENSG00000000971/ENSG00000073754/ENSG00000112936/ENSG00000205403/ENSG00000166278/ENSG00000155659/ENSG00000197766/ENSG00000125730/ENSG00000243649/ENSG00000159403/ENSG00000139178/ENSG00000126759/ENSG00000244731"
"GO:0032496","GO:0032496","response to lipopolysaccharide",263,0.419422268818311,1.63097919962116,5.5014101654485e-05,0.00604145429662241,0.00518455456182955,2118,"tags=35%, list=16%, signal=30%","ENSG00000138755/ENSG00000162692/ENSG00000169245/ENSG00000005381/ENSG00000161929/ENSG00000170458/ENSG00000159674/ENSG00000134061/ENSG00000129988/ENSG00000007908/ENSG00000106366/ENSG00000121594/ENSG00000102575/ENSG00000170345/ENSG00000166278/ENSG00000136634/ENSG00000163737/ENSG00000140968/ENSG00000260314/ENSG00000255833/ENSG00000035720/ENSG00000125384/ENSG00000141655/ENSG00000108691/ENSG00000136244/ENSG00000160323/ENSG00000123358/ENSG00000162711/ENSG00000117586/ENSG00000156234/ENSG00000164867/ENSG00000121236/ENSG00000174175/ENSG00000167601/ENSG00000122420/ENSG00000163736/ENSG00000163734/ENSG00000081041/ENSG00000114013/ENSG00000025434/ENSG00000198053/ENSG00000184588/ENSG00000144802/ENSG00000178726/ENSG00000206047/ENSG00000134326/ENSG00000104312/ENSG00000136848/ENSG00000101017/ENSG00000198730/ENSG00000171522/ENSG00000136869/ENSG00000090376/ENSG00000239998/ENSG00000188822/ENSG00000254087/ENSG00000118503/ENSG00000130707/ENSG00000173334/ENSG00000110324/ENSG00000135077/ENSG00000237693/ENSG00000101336/ENSG00000197122/ENSG00000007171/ENSG00000168811/ENSG00000096968/ENSG00000114698/ENSG00000111961/ENSG00000185122/ENSG00000135218/ENSG00000177189/ENSG00000153162/ENSG00000075426/ENSG00000154451/ENSG00000172216/ENSG00000148400/ENSG00000006712/ENSG00000121742/ENSG00000168961/ENSG00000131979/ENSG00000103257/ENSG00000112062/ENSG00000100906/ENSG00000117009/ENSG00000148926/ENSG00000092067/ENSG00000103490/ENSG00000100219/ENSG00000128016/ENSG00000163874/ENSG00000196352"
"GO:0045088","GO:0045088","regulation of innate immune response",349,0.394908151027474,1.57344814032431,5.52538347962539e-05,0.00604145429662241,0.00518455456182955,2352,"tags=27%, list=18%, signal=23%","ENSG00000256660/ENSG00000150637/ENSG00000175899/ENSG00000171855/ENSG00000105426/ENSG00000161929/ENSG00000170458/ENSG00000184979/ENSG00000186074/ENSG00000000971/ENSG00000129988/ENSG00000130203/ENSG00000132170/ENSG00000155659/ENSG00000101347/ENSG00000130768/ENSG00000130202/ENSG00000089127/ENSG00000091831/ENSG00000124882/ENSG00000185507/ENSG00000111331/ENSG00000162711/ENSG00000174885/ENSG00000121236/ENSG00000105974/ENSG00000000003/ENSG00000134545/ENSG00000072694/ENSG00000187608/ENSG00000137628/ENSG00000166523/ENSG00000025434/ENSG00000144802/ENSG00000101916/ENSG00000129657/ENSG00000104312/ENSG00000134321/ENSG00000136848/ENSG00000186834/ENSG00000101017/ENSG00000204475/ENSG00000170581/ENSG00000136869/ENSG00000090376/ENSG00000188313/ENSG00000239998/ENSG00000254087/ENSG00000108984/ENSG00000163563/ENSG00000055332/ENSG00000118503/ENSG00000145675/ENSG00000126262/ENSG00000174130/ENSG00000135077/ENSG00000237693/ENSG00000088888/ENSG00000101336/ENSG00000197122/ENSG00000168811/ENSG00000160856/ENSG00000135218/ENSG00000177189/ENSG00000154451/ENSG00000249437/ENSG00000108771/ENSG00000105373/ENSG00000101695/ENSG00000168961/ENSG00000103313/ENSG00000160446/ENSG00000079385/ENSG00000204642/ENSG00000184584/ENSG00000138794/ENSG00000125347/ENSG00000100906/ENSG00000007047/ENSG00000124357/ENSG00000173193/ENSG00000151651/ENSG00000149269/ENSG00000103490/ENSG00000168495/ENSG00000105329/ENSG00000215301/ENSG00000169871/ENSG00000173757/ENSG00000073331/ENSG00000106100/ENSG00000197329/ENSG00000145782"
"GO:0071222","GO:0071222","cellular response to lipopolysaccharide",176,0.478909716912546,1.79257435365011,5.96938750923815e-05,0.00634245121732556,0.0054428590828454,2521,"tags=43%, list=19%, signal=35%","ENSG00000138755/ENSG00000169245/ENSG00000161929/ENSG00000170458/ENSG00000159674/ENSG00000134061/ENSG00000129988/ENSG00000106366/ENSG00000121594/ENSG00000136634/ENSG00000163737/ENSG00000140968/ENSG00000260314/ENSG00000255833/ENSG00000035720/ENSG00000108691/ENSG00000136244/ENSG00000160323/ENSG00000162711/ENSG00000117586/ENSG00000156234/ENSG00000164867/ENSG00000167601/ENSG00000163736/ENSG00000163734/ENSG00000081041/ENSG00000114013/ENSG00000025434/ENSG00000198053/ENSG00000184588/ENSG00000144802/ENSG00000206047/ENSG00000134326/ENSG00000104312/ENSG00000136848/ENSG00000101017/ENSG00000198730/ENSG00000136869/ENSG00000090376/ENSG00000239998/ENSG00000254087/ENSG00000118503/ENSG00000130707/ENSG00000173334/ENSG00000135077/ENSG00000237693/ENSG00000101336/ENSG00000197122/ENSG00000007171/ENSG00000096968/ENSG00000114698/ENSG00000111961/ENSG00000185122/ENSG00000135218/ENSG00000153162/ENSG00000154451/ENSG00000006712/ENSG00000103257/ENSG00000112062/ENSG00000100906/ENSG00000117009/ENSG00000092067/ENSG00000103490/ENSG00000100219/ENSG00000128016/ENSG00000163874/ENSG00000196352/ENSG00000108840/ENSG00000129226/ENSG00000086065/ENSG00000108342/ENSG00000081189/ENSG00000076984/ENSG00000126456/ENSG00000137752"
"GO:2000147","GO:2000147","positive regulation of cell motility",420,0.380430852370864,1.53954316752104,6.03269550577884e-05,0.00634245121732556,0.0054428590828454,2114,"tags=30%, list=16%, signal=26%","ENSG00000145431/ENSG00000179776/ENSG00000138061/ENSG00000116106/ENSG00000087245/ENSG00000121807/ENSG00000019991/ENSG00000076706/ENSG00000169245/ENSG00000125845/ENSG00000113140/ENSG00000170962/ENSG00000106538/ENSG00000111846/ENSG00000168874/ENSG00000154734/ENSG00000130300/ENSG00000087589/ENSG00000107485/ENSG00000138798/ENSG00000129988/ENSG00000248329/ENSG00000065320/ENSG00000007908/ENSG00000107562/ENSG00000091513/ENSG00000106366/ENSG00000134853/ENSG00000112562/ENSG00000115461/ENSG00000133800/ENSG00000154096/ENSG00000128052/ENSG00000169836/ENSG00000119508/ENSG00000179348/ENSG00000115414/ENSG00000123610/ENSG00000102755/ENSG00000136960/ENSG00000135046/ENSG00000115594/ENSG00000136244/ENSG00000140945/ENSG00000169071/ENSG00000137135/ENSG00000156234/ENSG00000164867/ENSG00000182578/ENSG00000037280/ENSG00000174175/ENSG00000140285/ENSG00000105974/ENSG00000170961/ENSG00000019549/ENSG00000020181/ENSG00000137673/ENSG00000213015/ENSG00000183087/ENSG00000035664/ENSG00000142192/ENSG00000044574/ENSG00000185950/ENSG00000124216/ENSG00000126458/ENSG00000160712/ENSG00000136848/ENSG00000101017/ENSG00000259207/ENSG00000275302/ENSG00000136869/ENSG00000140443/ENSG00000135679/ENSG00000107738/ENSG00000197471/ENSG00000261371/ENSG00000254087/ENSG00000153071/ENSG00000126561/ENSG00000183734/ENSG00000105137/ENSG00000111859/ENSG00000005961/ENSG00000145675/ENSG00000110944/ENSG00000091136/ENSG00000084112/ENSG00000157873/ENSG00000181404/ENSG00000156735/ENSG00000197122/ENSG00000168811/ENSG00000135503/ENSG00000096968/ENSG00000162733/ENSG00000049130/ENSG00000111961/ENSG00000100600/ENSG00000157227/ENSG00000132669/ENSG00000101109/ENSG00000110492/ENSG00000148400/ENSG00000179218/ENSG00000183049/ENSG00000099250/ENSG00000168961/ENSG00000103496/ENSG00000121966/ENSG00000103275/ENSG00000131375/ENSG00000196371/ENSG00000156427/ENSG00000171791/ENSG00000102871/ENSG00000169398/ENSG00000277632/ENSG00000151651/ENSG00000149269/ENSG00000103490/ENSG00000100219/ENSG00000163874/ENSG00000171943/ENSG00000119630"
"GO:0002366","GO:0002366","leukocyte activation involved in immune response",246,0.432364090775138,1.66456771054224,6.2809538117706e-05,0.00647886311112262,0.00555992276843329,2099,"tags=28%, list=16%, signal=24%","ENSG00000171855/ENSG00000121807/ENSG00000137033/ENSG00000175505/ENSG00000163687/ENSG00000122223/ENSG00000134061/ENSG00000198829/ENSG00000127951/ENSG00000107485/ENSG00000129988/ENSG00000198719/ENSG00000255587/ENSG00000121594/ENSG00000136634/ENSG00000140968/ENSG00000169508/ENSG00000119508/ENSG00000179348/ENSG00000166527/ENSG00000135046/ENSG00000107338/ENSG00000136244/ENSG00000136854/ENSG00000066294/ENSG00000162711/ENSG00000117586/ENSG00000184557/ENSG00000072694/ENSG00000171150/ENSG00000114013/ENSG00000078596/ENSG00000166523/ENSG00000127507/ENSG00000144802/ENSG00000104312/ENSG00000115604/ENSG00000160712/ENSG00000073861/ENSG00000101017/ENSG00000189171/ENSG00000171522/ENSG00000136869/ENSG00000197471/ENSG00000136630/ENSG00000239998/ENSG00000254087/ENSG00000183734/ENSG00000242574/ENSG00000076944/ENSG00000008513/ENSG00000110944/ENSG00000135077/ENSG00000179639/ENSG00000171223/ENSG00000110492/ENSG00000168229/ENSG00000168961/ENSG00000079385/ENSG00000103496/ENSG00000204642/ENSG00000069974/ENSG00000101665/ENSG00000104998/ENSG00000160685/ENSG00000175857/ENSG00000277632/ENSG00000103490/ENSG00000100219/ENSG00000163874"
"GO:0002460","GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains",256,0.423666376904131,1.64200547114932,6.53168799061123e-05,0.00661272930456881,0.00567480182732052,2507,"tags=35%, list=19%, signal=29%","ENSG00000150637/ENSG00000173369/ENSG00000171855/ENSG00000121807/ENSG00000159189/ENSG00000104921/ENSG00000182566/ENSG00000137033/ENSG00000175505/ENSG00000173372/ENSG00000107485/ENSG00000112936/ENSG00000205403/ENSG00000121594/ENSG00000166278/ENSG00000136634/ENSG00000130202/ENSG00000150337/ENSG00000135046/ENSG00000115594/ENSG00000136244/ENSG00000185507/ENSG00000162711/ENSG00000117586/ENSG00000156234/ENSG00000125730/ENSG00000134545/ENSG00000213047/ENSG00000184557/ENSG00000072694/ENSG00000171150/ENSG00000065675/ENSG00000105205/ENSG00000144802/ENSG00000101916/ENSG00000010610/ENSG00000106546/ENSG00000104312/ENSG00000115604/ENSG00000134321/ENSG00000160712/ENSG00000180644/ENSG00000073861/ENSG00000101017/ENSG00000159403/ENSG00000139178/ENSG00000136869/ENSG00000197471/ENSG00000136630/ENSG00000183734/ENSG00000012817/ENSG00000118503/ENSG00000214279/ENSG00000244731/ENSG00000110944/ENSG00000135077/ENSG00000168811/ENSG00000096968/ENSG00000179639/ENSG00000171223/ENSG00000125726/ENSG00000124334/ENSG00000148400/ENSG00000115602/ENSG00000015285/ENSG00000079385/ENSG00000204642/ENSG00000204525/ENSG00000069974/ENSG00000101665/ENSG00000104998/ENSG00000160685/ENSG00000175857/ENSG00000204590/ENSG00000163874/ENSG00000196352/ENSG00000186818/ENSG00000105329/ENSG00000182326/ENSG00000161955/ENSG00000163932/ENSG00000120885/ENSG00000019582/ENSG00000129465/ENSG00000145868/ENSG00000081189/ENSG00000081237/ENSG00000203747/ENSG00000168610"
"GO:0030335","GO:0030335","positive regulation of cell migration",409,0.379076199278489,1.52969831090607,7.17318029483939e-05,0.00713014121307036,0.00611882575580845,2114,"tags=30%, list=16%, signal=26%","ENSG00000145431/ENSG00000179776/ENSG00000138061/ENSG00000116106/ENSG00000087245/ENSG00000121807/ENSG00000019991/ENSG00000076706/ENSG00000169245/ENSG00000125845/ENSG00000113140/ENSG00000170962/ENSG00000106538/ENSG00000111846/ENSG00000168874/ENSG00000154734/ENSG00000130300/ENSG00000087589/ENSG00000107485/ENSG00000138798/ENSG00000129988/ENSG00000248329/ENSG00000007908/ENSG00000107562/ENSG00000106366/ENSG00000134853/ENSG00000112562/ENSG00000115461/ENSG00000133800/ENSG00000154096/ENSG00000128052/ENSG00000119508/ENSG00000179348/ENSG00000115414/ENSG00000123610/ENSG00000102755/ENSG00000136960/ENSG00000135046/ENSG00000115594/ENSG00000136244/ENSG00000140945/ENSG00000169071/ENSG00000137135/ENSG00000156234/ENSG00000164867/ENSG00000182578/ENSG00000037280/ENSG00000174175/ENSG00000140285/ENSG00000105974/ENSG00000170961/ENSG00000019549/ENSG00000020181/ENSG00000137673/ENSG00000213015/ENSG00000183087/ENSG00000035664/ENSG00000142192/ENSG00000044574/ENSG00000185950/ENSG00000124216/ENSG00000126458/ENSG00000160712/ENSG00000136848/ENSG00000101017/ENSG00000259207/ENSG00000275302/ENSG00000136869/ENSG00000140443/ENSG00000135679/ENSG00000107738/ENSG00000197471/ENSG00000261371/ENSG00000254087/ENSG00000153071/ENSG00000126561/ENSG00000183734/ENSG00000105137/ENSG00000111859/ENSG00000005961/ENSG00000145675/ENSG00000110944/ENSG00000091136/ENSG00000084112/ENSG00000157873/ENSG00000181404/ENSG00000156735/ENSG00000197122/ENSG00000168811/ENSG00000135503/ENSG00000096968/ENSG00000162733/ENSG00000049130/ENSG00000111961/ENSG00000100600/ENSG00000157227/ENSG00000132669/ENSG00000101109/ENSG00000110492/ENSG00000148400/ENSG00000179218/ENSG00000183049/ENSG00000099250/ENSG00000168961/ENSG00000103496/ENSG00000121966/ENSG00000103275/ENSG00000131375/ENSG00000196371/ENSG00000156427/ENSG00000171791/ENSG00000102871/ENSG00000169398/ENSG00000277632/ENSG00000151651/ENSG00000149269/ENSG00000103490/ENSG00000100219/ENSG00000163874/ENSG00000171943/ENSG00000119630"
"GO:0043542","GO:0043542","endothelial cell migration",173,0.470491240952927,1.75401517988203,7.64280652268456e-05,0.00742444713755328,0.00637138830919969,2260,"tags=36%, list=17%, signal=31%","ENSG00000173482/ENSG00000179776/ENSG00000138061/ENSG00000113140/ENSG00000168874/ENSG00000011465/ENSG00000107485/ENSG00000138798/ENSG00000139567/ENSG00000112562/ENSG00000125968/ENSG00000130203/ENSG00000091879/ENSG00000132170/ENSG00000128052/ENSG00000179348/ENSG00000179388/ENSG00000135046/ENSG00000140945/ENSG00000123358/ENSG00000136826/ENSG00000156234/ENSG00000164867/ENSG00000037280/ENSG00000173269/ENSG00000019549/ENSG00000020181/ENSG00000106511/ENSG00000109670/ENSG00000213015/ENSG00000163638/ENSG00000126458/ENSG00000136848/ENSG00000101017/ENSG00000259207/ENSG00000172725/ENSG00000126561/ENSG00000133121/ENSG00000163993/ENSG00000239697/ENSG00000132386/ENSG00000233276/ENSG00000164619/ENSG00000111961/ENSG00000100600/ENSG00000163430/ENSG00000132669/ENSG00000148400/ENSG00000067066/ENSG00000179218/ENSG00000099250/ENSG00000079385/ENSG00000102760/ENSG00000196754/ENSG00000156427/ENSG00000169398/ENSG00000163874/ENSG00000213463/ENSG00000105329/ENSG00000100345/ENSG00000058668/ENSG00000108840/ENSG00000117461"
"GO:0070371","GO:0070371","ERK1 and ERK2 cascade",219,0.437187208167771,1.67103903646366,7.74087226706671e-05,0.00742444713755328,0.00637138830919969,1850,"tags=31%, list=14%, signal=27%","ENSG00000145431/ENSG00000116106/ENSG00000101200/ENSG00000168743/ENSG00000108700/ENSG00000125845/ENSG00000170962/ENSG00000161929/ENSG00000135333/ENSG00000111846/ENSG00000153721/ENSG00000162772/ENSG00000138798/ENSG00000248329/ENSG00000091513/ENSG00000138166/ENSG00000164056/ENSG00000134853/ENSG00000130203/ENSG00000128052/ENSG00000169508/ENSG00000115414/ENSG00000141655/ENSG00000108691/ENSG00000165795/ENSG00000036828/ENSG00000128342/ENSG00000180354/ENSG00000174885/ENSG00000142405/ENSG00000182578/ENSG00000037280/ENSG00000170955/ENSG00000103034/ENSG00000109670/ENSG00000152518/ENSG00000198053/ENSG00000163666/ENSG00000183087/ENSG00000142192/ENSG00000010610/ENSG00000139318/ENSG00000122679/ENSG00000104312/ENSG00000198400/ENSG00000126458/ENSG00000137486/ENSG00000136848/ENSG00000259207/ENSG00000275302/ENSG00000171522/ENSG00000136869/ENSG00000254087/ENSG00000153071/ENSG00000112038/ENSG00000276070/ENSG00000135077/ENSG00000109062/ENSG00000026508/ENSG00000197122/ENSG00000169032/ENSG00000122641/ENSG00000164619/ENSG00000135218/ENSG00000148400/ENSG00000099250/ENSG00000168961/ENSG00000079385"
"GO:0007186","GO:0007186","G protein-coupled receptor signaling pathway",451,0.364838382252337,1.48532098676546,8.88781782336412e-05,0.00837753448971235,0.00718929292898982,1472,"tags=25%, list=11%, signal=23%","ENSG00000109321/ENSG00000138755/ENSG00000150681/ENSG00000181518/ENSG00000121807/ENSG00000127530/ENSG00000250510/ENSG00000171014/ENSG00000174944/ENSG00000169245/ENSG00000108700/ENSG00000088256/ENSG00000254737/ENSG00000108551/ENSG00000113389/ENSG00000162618/ENSG00000152207/ENSG00000174946/ENSG00000139053/ENSG00000198829/ENSG00000115138/ENSG00000248329/ENSG00000198959/ENSG00000107562/ENSG00000090104/ENSG00000101188/ENSG00000236981/ENSG00000198128/ENSG00000130203/ENSG00000213694/ENSG00000164930/ENSG00000163737/ENSG00000134243/ENSG00000160801/ENSG00000188269/ENSG00000152270/ENSG00000132170/ENSG00000169836/ENSG00000069122/ENSG00000169508/ENSG00000132329/ENSG00000171659/ENSG00000170412/ENSG00000175591/ENSG00000187080/ENSG00000125384/ENSG00000135046/ENSG00000108691/ENSG00000007516/ENSG00000212128/ENSG00000148680/ENSG00000132975/ENSG00000036828/ENSG00000149527/ENSG00000196917/ENSG00000091831/ENSG00000124882/ENSG00000108370/ENSG00000100151/ENSG00000198601/ENSG00000228198/ENSG00000171180/ENSG00000234560/ENSG00000173198/ENSG00000174885/ENSG00000117114/ENSG00000196071/ENSG00000256574/ENSG00000125730/ENSG00000187474/ENSG00000105974/ENSG00000122420/ENSG00000134817/ENSG00000020181/ENSG00000180758/ENSG00000128165/ENSG00000147145/ENSG00000184588/ENSG00000127507/ENSG00000171777/ENSG00000122679/ENSG00000060558/ENSG00000177283/ENSG00000091428/ENSG00000137486/ENSG00000164220/ENSG00000259207/ENSG00000275302/ENSG00000103942/ENSG00000171522/ENSG00000181031/ENSG00000102858/ENSG00000213906/ENSG00000147138/ENSG00000267534/ENSG00000163794/ENSG00000156052/ENSG00000188822/ENSG00000112038/ENSG00000212124/ENSG00000121281/ENSG00000074416/ENSG00000255837/ENSG00000276070/ENSG00000150995/ENSG00000126262/ENSG00000149782/ENSG00000183018/ENSG00000166501/ENSG00000165804/ENSG00000152465"
"GO:0033005","GO:0033005","positive regulation of mast cell activation",15,0.825829907371934,1.98600607314321,9.34701818881959e-05,0.00860276890802856,0.00738258084835969,583,"tags=40%, list=4%, signal=38%","ENSG00000150637/ENSG00000205755/ENSG00000119508/ENSG00000179348/ENSG00000130202/ENSG00000136854"
"GO:0034340","GO:0034340","response to type I interferon",67,0.582848575835292,1.89785062593542,9.59818840210033e-05,0.00860276890802856,0.00738258084835969,2502,"tags=36%, list=19%, signal=29%","ENSG00000171855/ENSG00000165949/ENSG00000184979/ENSG00000157601/ENSG00000185745/ENSG00000101347/ENSG00000089127/ENSG00000138135/ENSG00000185507/ENSG00000111331/ENSG00000121236/ENSG00000187608/ENSG00000115415/ENSG00000170581/ENSG00000142089/ENSG00000198933/ENSG00000088888/ENSG00000111335/ENSG00000067066/ENSG00000184584/ENSG00000169871/ENSG00000185885/ENSG00000185201/ENSG00000126456"
"GO:1904035","GO:1904035","regulation of epithelial cell apoptotic process",69,0.575956084754143,1.8733747382531,9.62092348373006e-05,0.00860276890802856,0.00738258084835969,2167,"tags=39%, list=16%, signal=33%","ENSG00000179776/ENSG00000107485/ENSG00000106483/ENSG00000106366/ENSG00000128052/ENSG00000179348/ENSG00000108691/ENSG00000136244/ENSG00000091831/ENSG00000109501/ENSG00000249751/ENSG00000183087/ENSG00000101017/ENSG00000259207/ENSG00000140443/ENSG00000177398/ENSG00000118503/ENSG00000096968/ENSG00000101109/ENSG00000166484/ENSG00000110492/ENSG00000102760/ENSG00000171791/ENSG00000167772/ENSG00000128016/ENSG00000003402/ENSG00000105329"
"GO:0018212","GO:0018212","peptidyl-tyrosine modification",201,0.441785031874863,1.67187291602595,9.90013320262553e-05,0.00860276890802856,0.00738258084835969,1682,"tags=31%, list=13%, signal=28%","ENSG00000145431/ENSG00000109321/ENSG00000116106/ENSG00000019991/ENSG00000116285/ENSG00000170962/ENSG00000135333/ENSG00000175505/ENSG00000087589/ENSG00000138798/ENSG00000167244/ENSG00000121594/ENSG00000134853/ENSG00000134352/ENSG00000128052/ENSG00000102755/ENSG00000099985/ENSG00000136960/ENSG00000150337/ENSG00000136244/ENSG00000159733/ENSG00000128342/ENSG00000204580/ENSG00000169902/ENSG00000182578/ENSG00000037280/ENSG00000140285/ENSG00000105974/ENSG00000122025/ENSG00000184557/ENSG00000171150/ENSG00000109670/ENSG00000068001/ENSG00000114315/ENSG00000142192/ENSG00000010610/ENSG00000131370/ENSG00000104312/ENSG00000198400/ENSG00000160712/ENSG00000101017/ENSG00000259207/ENSG00000140443/ENSG00000261371/ENSG00000254087/ENSG00000111859/ENSG00000154237/ENSG00000103966/ENSG00000110944/ENSG00000157873/ENSG00000101336/ENSG00000104432/ENSG00000026508/ENSG00000197122/ENSG00000168811/ENSG00000096968/ENSG00000162733/ENSG00000049130/ENSG00000112964/ENSG00000114423/ENSG00000185122/ENSG00000135218/ENSG00000153162"
"GO:0022407","GO:0022407","regulation of cell-cell adhesion",378,0.383883601066956,1.53674796952174,9.91356212192791e-05,0.00860276890802856,0.00738258084835969,2729,"tags=37%, list=20%, signal=30%","ENSG00000109906/ENSG00000173918/ENSG00000171855/ENSG00000125657/ENSG00000143842/ENSG00000121807/ENSG00000112299/ENSG00000162692/ENSG00000182566/ENSG00000175040/ENSG00000114455/ENSG00000125845/ENSG00000135333/ENSG00000111846/ENSG00000237541/ENSG00000127951/ENSG00000107485/ENSG00000167244/ENSG00000007908/ENSG00000107562/ENSG00000121594/ENSG00000136634/ENSG00000134352/ENSG00000154096/ENSG00000155659/ENSG00000119508/ENSG00000179388/ENSG00000163599/ENSG00000135046/ENSG00000107338/ENSG00000108691/ENSG00000136244/ENSG00000136826/ENSG00000162711/ENSG00000117586/ENSG00000156234/ENSG00000174175/ENSG00000105974/ENSG00000170961/ENSG00000164442/ENSG00000072694/ENSG00000135426/ENSG00000171150/ENSG00000114013/ENSG00000065675/ENSG00000114315/ENSG00000198053/ENSG00000144802/ENSG00000010610/ENSG00000012779/ENSG00000107968/ENSG00000122188/ENSG00000104312/ENSG00000073861/ENSG00000111252/ENSG00000101307/ENSG00000107738/ENSG00000197471/ENSG00000136630/ENSG00000254087/ENSG00000132205/ENSG00000183734/ENSG00000242574/ENSG00000223865/ENSG00000168071/ENSG00000130707/ENSG00000110944/ENSG00000135077/ENSG00000157873/ENSG00000104432/ENSG00000151150/ENSG00000026508/ENSG00000011422/ENSG00000197122/ENSG00000168811/ENSG00000096968/ENSG00000049130/ENSG00000114423/ENSG00000153162/ENSG00000125726/ENSG00000166484/ENSG00000168421/ENSG00000172216/ENSG00000163554/ENSG00000110492/ENSG00000148400/ENSG00000175467/ENSG00000168961/ENSG00000079385/ENSG00000204257/ENSG00000112062/ENSG00000125347/ENSG00000102760/ENSG00000101665/ENSG00000196371/ENSG00000089327/ENSG00000160685/ENSG00000169398/ENSG00000151651/ENSG00000103490/ENSG00000100219/ENSG00000163874/ENSG00000179344/ENSG00000196352/ENSG00000186818/ENSG00000064201/ENSG00000105329/ENSG00000164136/ENSG00000107099/ENSG00000187210/ENSG00000090776/ENSG00000173757/ENSG00000108946/ENSG00000163932/ENSG00000104219/ENSG00000197329/ENSG00000100034/ENSG00000112149/ENSG00000185338/ENSG00000080503/ENSG00000146072/ENSG00000019582/ENSG00000081237/ENSG00000158769/ENSG00000076201/ENSG00000141293/ENSG00000105122/ENSG00000108861/ENSG00000204301/ENSG00000139613/ENSG00000115232/ENSG00000138735/ENSG00000103335/ENSG00000118689/ENSG00000130475/ENSG00000137312/ENSG00000143507/ENSG00000186951"
"GO:0051155","GO:0051155","positive regulation of striated muscle cell differentiation",23,-0.812906856274222,-2.16570197840071,0.000105184061110901,0.00898501972020771,0.00771061447979085,341,"tags=26%, list=3%, signal=25%","ENSG00000125378/ENSG00000119401/ENSG00000017427/ENSG00000112183/ENSG00000125266/ENSG00000111046"
